experiment,pair_id,unordered_pair_id,shard_id,donor_entity,recipient_entity,role,layer,position,position_label,component,head,kv_head,source_position,source_position_label,source_group,intervention,donor_token_id,recipient_token_id,donor_token_label,recipient_token_label,recipient_margin,donor_margin,normalization_denominator,intervention_margin,normalized_recovery,donor_logit,recipient_logit,recipient_vector_norm,hybrid_vector_norm,delta_vector_norm,cosine_recipient_hybrid,attention_weight_recipient,attention_weight_hybrid,state_error_max_abs,notes,causal_effect,effect_definition,combined_causal_effect
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,23,10,P10:Ġwas,query_head_pre_o_proj,27,6,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,1.0445882081985474,0.8258332014083862,0.4409078359603882,0.9152143597602844,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,23,10,P10:Ġwas,query_head_pre_o_proj,28,7,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,4.460117816925049,4.354891777038574,1.9655739068984985,0.9008069038391113,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.004807692307692308
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,23,10,P10:Ġwas,query_head_pre_o_proj,29,7,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,3.1832358837127686,2.3326945304870605,1.4243683815002441,0.9121571779251099,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,23,10,P10:Ġwas,query_head_pre_o_proj,30,7,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,10.226283073425293,8.620365142822266,5.100253105163574,0.8671026229858398,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.01442307692307689
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,23,10,P10:Ġwas,query_head_pre_o_proj,31,7,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,6.4849114418029785,4.711120128631592,2.9356348514556885,0.9104819297790527,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,0,0,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,1.4069269895553589,1.1926169395446777,0.5138443112373352,0.9349874258041382,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,1,0,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,1.8957921266555786,0.6705498099327087,1.7981672286987305,0.3197293281555176,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.004807692307692308
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,2,0,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,0.6853340864181519,1.1230120658874512,0.6571840643882751,0.8439452052116394,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,3,0,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,0.5742470622062683,0.5747877955436707,0.08008015155792236,0.9902871251106262,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.004807692307692308
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,4,1,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,1.0381802320480347,0.9647150635719299,0.4450066089630127,0.9038236141204834,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,5,1,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,1.4131792783737183,2.2464795112609863,1.4530128240585327,0.7769124507904053,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,6,1,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.0,0.019230769230769232,22.625,29.625,0.9854626655578613,0.9746149182319641,0.2559073865413666,0.9659794569015503,,,,,0.019230769230769232,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.014423076923076907
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,7,1,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.25,0.0,22.5,29.75,5.803347110748291,4.106629371643066,2.343963623046875,0.9451392889022827,,,,,0.0,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.0
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,8,2,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,1.182271957397461,1.6230520009994507,0.7762713432312012,0.893580436706543,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,9,2,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,2.178049325942993,1.7835441827774048,0.8209442496299744,0.9332066178321838,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.004807692307692308
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,10,2,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,8.43789291381836,8.677183151245117,2.702488660812378,0.9505341053009033,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,11,2,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.25,0.0,22.5,29.75,8.046366691589355,5.783665657043457,3.1296005249023438,0.9497649073600769,,,,,0.0,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.004807692307692291
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,12,3,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,5.704721450805664,4.388240337371826,2.262998342514038,0.9323251843452454,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,13,3,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,11.098271369934082,10.272418975830078,4.765498161315918,0.9033857583999634,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.01442307692307689
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,14,3,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.25,0.0,22.5,29.75,1.64976966381073,1.9259896278381348,0.9457079172134399,0.8712534308433533,,,,,0.0,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.004807692307692291
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,15,3,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,11.772665977478027,11.425882339477539,5.142029762268066,0.9021016955375671,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.004807692307692308
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,16,4,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-6.375,0.0673076923076923,23.125,29.5,10.689777374267578,11.204376220703125,10.533930778503418,0.5377360582351685,,,,,0.0673076923076923,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.07692307692307687
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,17,4,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.125,0.009615384615384616,22.5,29.625,1.6129064559936523,1.7326929569244385,0.9554360508918762,0.8392993211746216,,,,,0.009615384615384616,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.009615384615384599
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,18,4,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.25,0.0,22.5,29.75,1.3909764289855957,1.5878676176071167,1.0642813444137573,0.7524163126945496,,,,,0.0,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.004807692307692291
3_head_and_token_position_path_scan,scientist_Darwin_into_Einstein,scientist_Darwin_Einstein,0,Darwin,Einstein,scientist,24,10,P10:Ġwas,query_head_pre_o_proj,19,4,,,,mean_sufficiency_and_necessity_effect,44380,54052,ĠDarwin,ĠEinstein,-7.25,5.75,13.0,-7.0,0.019230769230769232,22.625,29.625,5.484275817871094,4.092772960662842,4.168026447296143,0.6561816930770874,,,,,0.019230769230769232,sufficiency recovery; necessity = hybrid end-to-end recovery minus necessity outcome recovery,0.024038461538461543
